Ship_Status,NDR_Remarks,Total_Attempts,AWB
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400966240
Exception,Consignee refused to accept/order cancelled,Attempt 1,22679010866644
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966321
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966343
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966402
Exception,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400966450
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966483
Out For Delivery,CONSIGNEE OUT OF STATION,Attempt 1,80400966472
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966516
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400966553
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 3,80400966612
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966671
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966693
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966682
Out For Delivery,CONSIGNEE OUT OF STATION,Attempt 1,80400966704
Exception,CONSIGNEE NOT AVAILABLE,Attempt 1,80400966715
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966741
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 3,80400966774
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966811
Out For Delivery,NEED DEPARTMENT NAME/EXTENTION NUMBER,Attempt 1,80400966844
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966866
Out For Delivery,Consignee refused to accept/order cancelled,Attempt 1,22679010866703
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966881
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400966914
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400966995
In Transit,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 2,80400966984
In Transit,CONSIGNEE OUT OF STATION,Attempt 1,80400967032
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967080
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400967150
Delivered,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400967161
Exception,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400967172
In Transit,CONSIGNEE NOT AVAILABLE,Attempt 1,80400967183
Delivered,CONSIGNEE NOT AVAILABLE,Attempt 1,80400967231
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400967220
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400967290
Out For Delivery,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400967264
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400967275
Delivered,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400967323
Out For Delivery,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400967360
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967334
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967474
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967544
Delivered,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400967581
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967603
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967625
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967695
Exception,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400967743
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400967791
Exception,CONSIGNEE OUT OF STATION,Attempt 1,80400967813
Out For Delivery,CONSIGNEE OUT OF STATION,Attempt 1,80400967835
Exception,NEED DEPARTMENT NAME/EXTENTION NUMBER,Attempt 1,80400967872
Out For Delivery,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400967916
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400967986
Out For Delivery,Consignee refused to accept/order cancelled,Attempt 1,22679010866795
Exception,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400968012
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968056
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968045
Delivered,CONSIGNEE OUT OF STATION,Attempt 1,80400968126
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968152
Out For Delivery,Consignee refused to accept/order cancelled,Attempt 2,22679010866806
Out For Delivery,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400968196
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968233
Exception,Consignee refused to accept/order cancelled,Attempt 1,23645417823712
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400968200
Delivered,NEED DEPARTMENT NAME/EXTENTION NUMBER,Attempt 2,80400968270
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400968281
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968303
Out For Delivery,CONSIGNEE OUT OF STATION,Attempt 1,80400968314
In Transit,CONSIGNEE NOT AVAILABLE,Attempt 1,80400968336
In Transit,CONSIGNEE NOT AVAILABLE,Attempt 1,80400968373
Exception,CONSIGNEE NOT AVAILABLE,Attempt 2,80400968362
Exception,Consignee refused to accept/order cancelled,Attempt 1,22679010866832
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400968410
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400968465
Exception,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400968480
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 3,80400968535
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400968550
Exception,CONSIGNEE NOT AVAILABLE,Attempt 3,80400968605
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968686
Out For Delivery,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968701
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400968782
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400968745
Exception,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400968793
Out For Delivery,NO SUCH CONSIGNEE AT THE GIVEN ADDRESS,Attempt 1,80400968804
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400969062
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400969246
Out For Delivery,CONSIGNEE NOT AVAILABLE,Attempt 1,80400969552
Out For Delivery,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400969445
Delivered,NEED DEPARTMENT NAME/EXTENTION NUMBER,Attempt 1,80400969563
In Transit,CONSIGNEE NOT AVAILABLE,Attempt 2,80400969596
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400969902
Out For Delivery,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400970230
Exception,Maximum attempts reached,Attempt 2,22679010866913
Delivered,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400970322
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400970285
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400970333
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400970366
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400970381
In Transit,FORCEFULLY RETURN BY CNEE QUALITY ISSUE,Attempt 1,80400970440
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400970436
In Transit,NO SUCH CONSIGNEE AT THE GIVEN ADDRESS,Attempt 1,80400970506
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400970510
Delivered,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400970576
Delivered,CONSIGNEE OUT OF STATION,Attempt 1,80400970624
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400970635
Out For Delivery,CONSIGNEE OUT OF STATION,Attempt 1,80400970683
In Transit,"BULK ORDER, REFUSED BY CONSIGNEE",Attempt 1,80400970661
In Transit,"BULK ORDER, REFUSED BY CONSIGNEE",Attempt 1,80400970786
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400970801
Exception,Consignee refused to accept/order cancelled,Attempt 2,22679010866961
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971254
Out For Delivery,CONSIGNEE NOT AVAILABLE,Attempt 1,80400971265
Exception,"BULK ORDER, REFUSED BY CONSIGNEE",Attempt 1,80400971313
In Transit,NEED DEPARTMENT NAME/EXTENTION NUMBER,Attempt 1,80400971335
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971416
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971431
In Transit,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400971464
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971534
Out For Delivery,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400971556
Out For Delivery,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400971486
In Transit,CONSIGNEE NOT AVAILABLE,Attempt 3,80400971490
Exception,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400971545
In Transit,OUT OF DELIVERY AREA,Attempt 1,80400971582
Exception,"BULK ORDER, REFUSED BY CONSIGNEE",Attempt 1,80400971674
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971696
Out For Delivery,CONSIGNEE OUT OF STATION,Attempt 1,80400971711
Exception,CONSIGNEE NOT AVAILABLE,Attempt 2,80400971733
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971803
Exception,CONSIGNEE OUT OF STATION,Attempt 3,80400971792
Out For Delivery,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400971825
Exception,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400971884
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971895
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971910
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400971943
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 2,80400971954
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400971965
Out For Delivery,Consignee Unavailable,Attempt 2,22679010867005
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972013
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972024
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400972072
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972061
Exception,PROHIBITED AREA-ENTRY RESTRICTED FOR DELIVERY,Attempt 2,80400972094
Exception,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400972131
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972175
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400972186
Exception,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400972223
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972245
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972282
Exception,NO SUCH CONSIGNEE AT THE GIVEN ADDRESS,Attempt 3,80400972363
Exception,DELIVERY ATTEMPTED-PREMISES CLOSED,Attempt 1,80400972293
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972433
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972455
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400972503
In Transit,CONSIGNEE'S ADDRESS INCOMPLETE/INCORRECT,Attempt 1,80400972444
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972481
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400972492
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972584
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972606
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972610
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972643
Out For Delivery,CONSIGNEE'S ADDRESS UNLOCATABLE/LANDMARK NEEDED,Attempt 1,80400972665
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972691
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 2,80400972676
Exception,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972724
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972746
In Transit,CONSIGNEE NOT AVAILABLE,Attempt 1,80400972772
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972783
In Transit,CONSIGNEE REFUSED TO ACCEPT,Attempt 1,80400972794
Exception,"BULK ORDER, REFUSED BY CONSIGNEE",Attempt 1,80400972820
Exception,Rejected,Attempt 2,STLC8000209930
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 2,STLC8000208724
Exception,70,Attempt 1,14227883290949
Exception,Unable to attempt delivery due to operational issues,Attempt 3,STLC8000209773
In Transit,Undelivered due to incomplete address,Attempt 1,STLC8000205910
Exception,Rejected,Attempt 2,STLC8000209632
Exception,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 1,STLC8000210133
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000209801
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000209253
Exception,Your order could not be delivered today and will be delivered in the next 3 days.,Attempt 1,STLC8000209582
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000210476
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000210050
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210197
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000210006
Exception,Rejected,Attempt 2,STLC8000210144
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 2,STLC8000210778
Exception,Rejected,Attempt 2,STLC8000209741
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000209312
RTO,Delivery attempt failed(Customer rejected),Attempt 3,STLC8000209763
Exception,Cancelled by customer,Attempt 1,SF915341837NIM
RTO,Rejected,Attempt 2,STLC8000209182
Exception,Incomplete Address,Attempt 1,STLC8000208107
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210487
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000203358
Exception,Delivery attempt failed(No response from customer),Attempt 3,STLC8000210041
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000209942
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 2,STLC8000208640
Exception,81,Attempt 1,14227883290929
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000208319
In Transit,Your order could not be delivered today and will be delivered in the next 3 days.,Attempt 1,STLC8000210162
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 1,STLC8000209662
Exception,Delivery attempt failed(Customer rejected),Attempt 2,STLC8000209713
Exception,Rejected,Attempt 2,STLC8000210032
RTO,Rejected,Attempt 2,STLC8000209734
Out For Delivery,Unable to attempt delivery due to operational issues,Attempt 1,STLC8000206067
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000205684
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210183
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000210789
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000209292
RTO,Rejected,Attempt 2,STLC8000198462
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000209789
Exception,Delivery attempt failed(No response from customer),Attempt 3,STLC8000208807
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 3,STLC8000210212
RTO,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209227
Exception,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000210239
RTO,Rejected,Attempt 1,STLC8000209413
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210070
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000209744
Exception,Rejected,Attempt 2,STLC8000210292
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000208704
Exception,Rejected,Attempt 2,STLC8000208644
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210117
Exception,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 1,STLC8000210280
Exception,Customer Refused To Accept,Attempt 1,14227883291918
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210159
In Transit,Your order could not be delivered today and will be delivered in the next 3 days.,Attempt 1,STLC8000210746
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000209882
Exception,Rejected,Attempt 2,STLC8000210242
RTO,Rejected,Attempt 2,STLC8000209536
Exception,70,Attempt 1,14227883292309
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000210121
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000209298
Out For Delivery,Request for reschedule,Attempt 1,STLC8000204000
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 2,STLC8000209055
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209025
Exception,Rejected,Attempt 2,STLC8000210486
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210399
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000210972
Exception,Your order could not be delivered today and will be delivered in the next 3 days.,Attempt 1,STLC8000210490
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000210764
Exception,Rejected,Attempt 3,STLC8000208663
Exception,Rejected,Attempt 2,STLC8000209788
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000204085
Exception,Rejected,Attempt 1,STLC8000210891
RTO,Rejected,Attempt 2,STLC8000210858
RTO,Rejected,Attempt 2,STLC8000210346
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210533
Exception,Rejected,Attempt 2,STLC8000210103
Delivered,Undelivered. (Rescheduled to: 2024-01-14 00:00:00.0),Attempt 2,STLC8000209284
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209920
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000207911
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000210777
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000210392
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209613
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000206499
Exception,Rejected,Attempt 2,STLC8000210257
Exception,22,Attempt 1,14227883290031
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209921
RTO,Rejected,Attempt 2,STLC8000211118
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209353
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 3,STLC8000210662
Exception,Delivery attempt failed(No response from customer),Attempt 1,STLC8000209525
RTO,Rejected,Attempt 3,STLC8000210265
Out For Delivery,Delivery attempt failed(No response from customer),Attempt 3,STLC8000211088
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 2,STLC8000204096
RTO,Cancelled by customer,Attempt 1,SF915342603NIM
Exception,Rejected,Attempt 2,STLC8000210143
Exception,Undelivered. (Rescheduled to: 2024-01-17 00:00:00.0),Attempt 1,STLC8000206025
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209534
Exception,Undelivered. (Rescheduled to: 2024-01-16 00:00:00.0),Attempt 3,STLC8000204255
Exception,Delivery attempt failed(Customer rejected),Attempt 1,STLC8000209500
Out For Delivery,81,Attempt 1,14227883291074
RTO,Rejected,Attempt 2,STLC8000210450
RTO,Rejected,Attempt 2,STLC8000208474
RTO,Rejected,Attempt 3,STLC8000209211
RTO,70,Attempt 1,14227883291122
Exception,Delivery attempt failed(No response from customer),Attempt 3,STLC8000209496
RTO,70,Attempt 1,14227883289960
Exception,Rejected,Attempt 2,STLC8000211027
RTO,Rejected,Attempt 2,STLC8000208831
Exception,Rejected,Attempt 2,STLC8000210192
Exception,Rejected,Attempt 2,STLC8000211235
RTO,Rejected,Attempt 2,STLC8000210540
RTO,Rejected,Attempt 2,STLC8000210472
Out For Delivery,Undelivered. (Rescheduled to: 2024-01-15 00:00:00.0),Attempt 2,STLC8000209581
